1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;913,417,417,417,913,913,54,357,357,417,417,860,291,417,357,417,417,121,357,473,860,860,357,783,766,744,473,417,417,913,913,473,473,744,744,473,766,105,913,319,766,744,744,766,417,417,766,913,357,169,791,169,913,66,66,791,169,791,518,169,913,357,169,169,169,105,169,169,913,357,766,105,744,913,426,426,426,233,233,417,947,947,426,947,426,947,947,426,417,947,417,947,947,947,947,947,426,766,426,426,426,947,766,417,947,426,426,947,947,947,886,886,426,233,233,947,947,233,947,233,886,233,233,233
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;988,988,988,956,956,956,956,956,232,956,988,232,988,232,956,232,232,232,232,265,682
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,3,1,2,2,1,1,1,1,2,3,3,2,2,2,1,1,1,2,3,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,4,4,1,1;500,459,42,500,42,500,500,500,566,49,500,559,320,500,500,566,680,91,500,685,680,500,42,724,42,42,42,500,500,500,500,500,619,619,957,957,957,957,42,42,42,42,680,500,724,42,724,42,724,42,724,42,217,724,42,49,724,42,724,42,724,42,500,724,759,42,42,724,42,724,42,42,42,42,42,724,42,645,425,619,645,425,619,724,42,724,42,566,927,566,578,578,724,42,724,42,1001,1001,619,578,500,578,42,500,724,42,705,705,724,42,49,724,42,500,49,724,42,724,42,724,42,500,724,42,42,217,42,680,724,504,42,759,724,504,42,759,578,500
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1;719,719,719,719,719,190,480,480,480,719,719,852,480,480,123,480,480,480,123,981,480,981,62,719,719,719,719,123,719,719,719
1,2,3,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,4,3,5,5,1,2,2,1,1,1,1,1,2,2,2,2,2,1,4,1,1,1,2,2,1,2,4,2,3,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,2,3,1,3,1,3,1,1,1,3,3,1,1,1,1,1,3,3,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,1,1,2,2,1,1,2,1,1,3,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,3,3,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,4,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1;276,276,850,738,276,850,671,738,276,850,738,276,850,738,276,850,276,738,276,850,443,6,6,850,850,850,6,671,671,6,1005,1005,276,850,6,276,850,1005,850,850,424,850,850,424,1002,447,850,738,276,850,424,145,1002,447,850,424,145,1002,447,850,651,424,447,738,850,738,247,850,247,850,276,850,276,850,276,850,276,850,276,850,6,738,276,850,1005,850,1005,1005,276,850,276,850,850,276,850,424,102,1005,247,276,850,738,276,850,247,6,276,850,276,850,276,583,276,850,6,850,276,850,651,533,424,711,671,6,276,276,276,6,276,276,276,738,276,276,276,738,671,6,6,6,6,6,738,671,276,850,850,424,102,247,102,247,424,738,1005,424,276,850,738,276,850,850,738,276,850,424,738,276,850,6,6,738,738,276,850,738,276,850,6,689,6,850,850,738,276,850,738,276,850,6,850,738,1005,738,276,850,6,6,6,276,850,6,276,276,276,6,276,276,6,850,671,671,738,276,850,738,276,850,276,850,850,276,850,276,850,424,276,276,276,276,850,6,6,276,6,738,276,850,738,424,447,276,850,850,738,850,850,738,276,276,850,276,850,276,533,276,850,276,276,738,276,850,276,850,276,276,738,276,850,671,276,850,850,6,276,850,276,850,6,247,247,276,850,276,276,850,533,738,276,533,6,276,247,533,276,276,850,276,6,6,276,850,850,850,247,276,850,850,424,276,276,533,6,276,850,276,850,276,276,276,850,102,247,738,276,850,276,850,276,738,850,850,276,850,850,276,276,276,276,276,850,711,850,424,276,850,276,738,276,850,276,6,276,276,276,424,276,850,850,711,108,276,533,1005,738,6,533,533,533,276,850,276,850,533,533,533,850,1005,850,276,738,533,1005,738,276,850,738,276,850,276,850,276,276,276,850,276,850,850,533,850,276,850,276,850,276,276,850,276,850,276,850,276,850,850,276,850,276,850,850,276,850,276,276,424,671,738,108,276,850,6,276,850,6,276,850,554,276,850,276,850,276,276,276,276,850,533,276,850,492,533,276,850,833,276,554,533,247,671,276,276,276,850,276,6,6,6,1005,899,276,850,6,6,6,738,738,247,247,247,247,850,276,850,276,850,276,850,276,850,533,850,533,533,711,424,850,711,424,850,424,424,247,738,247,276,711,424,850,711,424,850,474,276,850,474,276,850,850,533,276,276,6,247,276,850,336,336,336,276,850,276,276,108,276,850,424,850,276,850,6,276,850,276,850,276,850,276,850,276,850,276,533,276,276,850,738,276,850,738,276,850,850,108,850,276,276,850,850,276,850,276,850,276,850,276,850,850,276,850,276,850,276,850,276,850,978,738,424,276,850,276,850,276,850,276,850,850,276,850,424,424,850,424,276,247,583,583,6,276,850,850,533,276,424,276,850,850,978,247,738,978,276,850,247,276,6,6,276,328,850,336,336,276,6,276,276,276,276,276,276,276,276,850,276,850,276,850,6,276,276,850,276,850,850,424,6,276,276,850,6,738,554,276,336,247,276,850,6,6,6,336,850,276,850,276,6,336,850,276,6,6,6,276,850,850,850,850,6,6,6,6,6,6,6,6,6,30,6,6,6,276,6,336,276,850,276,850,850,6,336,276,850,336,276,6,276,6,276,850,738,276,850,276,850,6,6,276,6,6,850,850,6,6,6,554,276,850,6,6,276,276,276,276,276,850,276,424,424,276,276,276,276,850,276,276,850,276,424,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;632,630,630,630,354,354,544,630,630,630,630,630,630,630,630,630,631,630,415,631,630,268,268,268,268,268,268,268,268,268,630,630,268,268,268,268,631,630,268,268,631,631,631,268,630,268,630,268,268,531,531,268,268,531,631,531,531,25,630,630,354,268,630,281,25,25,630,531,25,631,630,531,630,531,268,415,354,630,630,25,33,33,268,268,268,268,415,354,630,630,415,776,191,354,630,630,630,630,531,354,531,630,268,354,191,268,268,268,630,630,630,630,630,630,630,33,25,268,268,268,268,268,701,25,630,630,630,630,531,215,630,630,531,630,630,630,630,630,630,630,354,630,632,630,632,630,630,630,354,630,531,191,354,268,268,268,268,268,268,630,268,268,268,268,268,25,630,630,268,268,268,630,630,33,630,630,630,631,531,631,630,631,630,531,268,25,630,33,632,630,630,268,415,531,921,142,531,281,415,630,630,531,354,531,354,354,531,531,632,531,415,25,531,25,25,630,531,361,630,25,25,25,354,354,25,161,25,161,25,527,630,630,630,630,531,25,161,630,25,630,354,25,25,161,25,25,25,25,25,268,268,354,630,268,354,531,191,531,630,291,531,66,630,531,531,25,161,630,531,531,415,630,631,630,531,66,531,66,354,531,531,630,531,630,630,630,268,25,631,268,25,631,630,268,531,630,268,268,268,268,191,630,268,354,268,531,415,630,415,630,630,531,531,630,531,630,531,25,630,630,415,630,531,688,630,630,25,531,25,25,25,354,354,630,630,354,630,630,25,630,630,630,630,275,275,630,268,354,268,630,268,354,354,354,630,630,630,354,630,630,630,630,630,630,354,630,354,215,415,630,630,630,161,630,3,160,161,354,531,630,630,631,25,354,631,25,630,630,354,630,25,630,921,3,25,25,531,531,531,268,268,268,25,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,630,354,25,354,630,630,531,160,354,281,354,25,630,415,631,268,631,268,630,25,25,630,630,630,630,531,630,630,852,168,852,657,531,354,33,354,630,531,630,33,268,268,268,268,268,268,630,268,630,33,630,446,630,484,25,25,361,531,531,25,531,531,446,3,3,630,531,25,191,531,630,631,531,631,354,268,531,531,531,531,531,630,268,630,531,268,630,630,631,531,531,531,630,531,531,523,630,531,531,531,25,630,361,215,268,268,921,630,921,630,25,25,354,354,630,25,268,268,361,630,701,630,630,446,630,446,494,630,446,630,531,531,354,354,630,531,354,531,630,354,354,630,268,630,268,354,630,630,354,630,630,630,630,531,240,631,630,630,630,531,630,25,268,484,268,354,518,630,25,630,484,531,268,268,268,531,268,268,268,531,852,268,268,531,268,268,268,268,354,531,531,25,631,531,354,25,354,531,354,531,354,531,25,354,531,531,25,531,531,630,91,630,446,268,446,268,268,268,268,630,631,25,361,659,701,531,25,354,281,354,25,354,446,531,657,415,268,531,631,25,354,630,531,354,25,25,630,630,59,531,354,33,25,361,531,531,33,531,531,354,268,531,354,354,531,531,354,268,268,551,268,268,354,354,268,551,268,268,531,161,281,354,354,630,630,531,630,531,630,531,630,630,354,630,531,630,531,531,630,531,630,531,161,630,630,921,531,531,531,531,531,354,630,268,531,361,615,531,361,531,361,631,527,531,494,630,494,161,630,494,494,531,25,494,630,25,25,494,494,494,192,446,192,859,208,531,354,921,494,25,531,415,531,494,354,630,630,531,659,446,531,354,531,531,354,531,494,741,354,361,531,630,268,415,630,839,839,839,839,839,354,839,839,839,531,268,415,268,531,531,268,268,268,268,268,630,268,268,268,281,531,630,268,268,494,354,354,921,630,630,354,630,531,630,268,91,921,268,630,630,415,361,415,190,630,630,630,91,190,25,630,630,25,354,354,354,354,354,154,25,25,25,25,630,25,25,25,25,25,25,154,25,25,531,630,33,25,25,531,25,25,25,25,630,415,425,25,25,25,25,25,25,354,25,354,25,531,630,25,25,92,630,415,25,25,25,25,630,25,630,415,354,91,630,354,630,531,268,531,25,25,630,630,630,415,446,415,630,630,531,25,208,630,531,852,25,630,25,531,531,531,531,531,531,531,446,631,154,446,531,415,25,25,25,415,531,268,531,531,531,531,25,268,446,531,701,25,608,25,25,531,531,25,415,531,531,446,415,531,415,354,354,354,354,531,160,630,531,630,33,25,25,268,630,363,25,25,354,25,361,631,25,361,630,631,25,415,630,354,630,531,354,268,531,531,161,25,25,531,415,630,630,630,268,268,268,268,415,810,268,268,531,544,630,630,630,630,531,630,268,531,531,361,268,531,446,25,33,531,33,446,630,630,446,268,446,531,446,446,354,446,630,531,25,384,415,531,531,630,531,630,354,25,531,531,354,25,630,544,531,25,354,354,531,25,415,630,630,25,25,446,268,25,25,630,630,705,531,531,268,25,25,361,25,268,268,268,531,630,531,630,25,630,354,25,25,531,531,531,631,630,354,630,354,354,630,268,531,630,268,25,25,25,25,630,630,630,268,268,354,354,630,354,384,25,25,354,25,392,361,25,25,630,531,25,268,25,415,630,415,268,25,531,415,415,630,531,281,268,630,415,415,631,281,531,531,531,630,415,25,630,630,446,796,548,446,392,796,446,25,446,446,446,25,916,191,25,25,25,25,25,25,25,630,630,630,191,25,415,25,25,25,25,531,531,25,415,268,268,852,25,25,415,25,268,701,415,25,268,25,25,268,268,446,25,25,25,25,608,415,921,630,415,631,608,531,531,608,415,415,25,354,415,531,531,531,531,531,25,25,630,25,25,384,531,630,91,25,415,25,446,25,384,631,25,25,25,25,354,697,630,630,531,531,630,25,268,268,268,384,921,657,384,25,25,25,531,544,25,415,25,630,354,354,630,354,415,354,354,415,25,608,25,415,25,415,415,415,25,415,531,415,630,630,531,25,531,531,531,531,531,630,608,531,630,415,25,630,415,33,630,531,25,33,630,25,531,531,268,268,268,544,531,544,531,531,531,392,631,631,249,631,249,531,544,25,415,249,531,249,531,249,630,531,531,25,25,25,25,531,415,25,831,268,531,268,25,415,25,25,158,249,249,415,215,415,415,531,249,531,158,25,630,631,25,630,249,354,354,630,741,158,158,25,697,415,979,697,415,25,25,630,25,415,25,25,91,25,415,161,25,25,415,741,249,531,249,158,741,741,249,249,531,268,249,249,415,249,249,415,531,531,415,249,446,531,354,415,25,415,354,249,415,996,249,249,249,531,531,631,531,361,25,630,531,268,25,398,354,303,25,159,631,630,268,384,25,25,25,354,384,268,268,268,268,25,531,630,630,531,268,415,697,631,25,361,751,631,415,25,249,415,249,446,415,268,268,354,268,268,415,697,415,268,531,268,531,415,415,415,415,630,415,415,415,25,268,531,630,630,531,25,415,25,25,415,996,415,996,25,25,25,415,630,697,415,531,268,25,25,25,268,25,25,531,630,531,630,630,630,630,630,415,446,268,415,996,25,630,659,268,25,630,697,531,268,531,415,996,531,281,415,415,415,415,415,25,25,25,25,25,25,415,415,25,531,62,415,25,62,544,398,776,415,415,25,531,415,415,25,25,25,415,996,25,415,415,996,776,415,361,415,415,996,415,630,249,398,531,415,398,25,249,249,415,249,25,415,415,25,415,996,361,415,996,415,415,25,630,531,415,996,268,531,415,415,630,415,268,3,25,25,630,415,415,415,415,268,415,415,415,630,415,268,415,415,415,415,996,268,415,415,564,415,415,25,194,354,415,194,268,415,415,268,415,531,564,446,415,415,268,415,531,996,996,268,415,996,751,630,415,531,268,415,415,630,630,415,361,268,415,415,415,415,415,415,361,25,268,415,415,531,415,25,25,415,630,630,630,810,415,415,446,415,268,415,415,810,268,25,161,531,154,776,415,996,630,916,25,415,415,996,354,916,361,446,361,268,25,630,215,3,215,697,531,415,25,415,415,415,268,415,415,415,415,996,3,531,531,415,415,996,268,810,415,630,531,415,531,531,415,415,415,588,415,996,415,996,996,415,996,508,415,415,415,415,415,415,415,415,415,62,76,415,415,531,415,531,281,996,415,415,415,996,415,415,996,415,996,531,76,281,415,996,608,415,996,415,415,531,281,415,531,608,415,281,630,281,630,998,415,415,76,415,631,76,25,630,361,415,76,415,415,415,446,551,547,531,249,281,415,415,415,630,531,415,996,415,415,608,415,25,415,415,415,415,415,415,531,415,415,76,630,76,281,249,249,249,415,415,76,25,3,415,996,415,415,531,531,76,415,415,630,415,415,415,415,998,415,415,25,25,998,630,531,998,415,76,415,249,249,354,249,249,249,531,531,354,531,531,25
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,2,2,1,3,1,3,1,4,1,1,4,3,1,1,1,2,2,1,1,1,1,1;407,732,732,732,732,732,732,732,732,681,681,681,423,423,423,732,423,423,423,423,423,423,423,423,423,423,423,423,423,732,732,732,732,732,732,423,732,732,732,732,732,732,732,732,732,423,732,423,423,423,732,585,732,681,585,732,681,732,732,681,423,681,732,732,423,732,423,423,732,423,423,732,952,732,732,732,732,732,732,732,681,732,681,423,423,732,423,732,681,732,732,681,732,681,732,681,732,423,732,681,681,423,732,681,732,423,585,732,681,585,732,423,585,732,681,423,732,681,423,732,732,732,681,732,681,681,681,681,681,681
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1;693,305,693,442,693,785,375,375,375,92,693,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,518,375,375,442,305,305,87,305,305,375,770,770,305,305,305,952,305,305,305,305,305,136,153,87,230,836,307,87,230,772,772,772,772,772,772,305,442,305,305,305,305,305,305,375,375,375,375,375
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;988,144,988,988,988,790,988,3,144,33,144,988,988,978,978,600,687,507,600,988,802,600,317,988,988,988,144,988,988,434,434,687,583
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1;587,574,869,869,127,127,791,75,791,868,75,75,167,587,868,587,75,587,649,783,868,436,886,75,985,868,75,333,333,436,333,333,436,436,587,985,886,75,587,295,587,886,587,886,75,587,295,886,886,75,587,295,587,760,587,587,985,587,587,886,587,587,722,985
