1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,3,3,4,2,1,2,3,4,1,1,4,2,4,1,4,1,4,4,4,2,2,4,1,4,1,4,1,4,4,1,4,1,1,4,1,4,4,1,1,4,1,1;53,53,53,27,53,45,17,53,53,53,53,53,53,68,112,53,27,45,138,53,27,53,53,27,53,68,53,27,45,45,53,53,53,53,53,53,27,45,45,53,27,45,53,27,45,146,27,138,45,17,45,17,17,45,146,138,45,146,27,138,45,138,36,146,27,138,45,27,138,146,27,138,45,138,146,27,138,45,20,146,27,138,45,146,27,138,45,146,27,138,45,69,96,146,138,146,27,138,45,146,146,27,138,45,110,146,27,138,45,68,146,27,138,45,146,27,138,45,76,146,27,138,45,53,96,146,27,138,45,138,69,146,96,138,146,27,138,45,110,146,146,27,138,45,110,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2;98,63,63,79,79,98,63,63,63,98,98,98,98,41,98,98,28,98,63,98,63,63,98,98,63,61,98,98,28,28,140,98,28,98,28
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,4,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1;40,63,72,115,72,95,147,147,63,56,56,115,147,147,95,63,147,147,72,72,63,147,140,147,147,147,61,63,63,1,63,75,58,72,117,129,85,129,147,147,115,61,61,140,115,63,115,72,72,72,111,2,80,95,115,147,40,95,93,117,79,93,40,115,63,147,72,147,72,2,147,80,72,80,63,2,2,63,63,72,147,111,63,140,61,63,63,63,140,147,1,63,63,63,95,63,72,72,63,63,115,140,40,95,115,72,115,147,95,2,56,115,140,58,72,95,140,147,147,140,80,80,80,72,72,75,129,95,95,80,95,80,72,72,80,80,147,147,147,63,63,63,72,63,63,63,72,95,147,63,63,140,140,2,72,72,2,63,58,63,72,72,95,11,80,95,2,63,137,137,72,95,40,137,95,40,72,72,137,137,95,40,72,40,72,40,72,40,72,63,63,137,137,2,2,72,72,40,72,40,72,115,115,137,40,72,137,137,40,72,137,63,63,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,95,72,72,95,72,72,75,72,75,72,2,2,72,40,72,95,72,72,80,95,72,95,140,140,63,111,85,147,63,80,72,95,95,72,147,72,95,75,147,40,72,95,75,147,40,72,95,95,63,63,63,63,63,95,63,72,75,147,40,72,95,40,40,72,63,63,63,80,99,80,63,75,147,40,95,63,63,63,63,75,147,40,72,95,72,63,99,75,147,40,72,95,147,95,63,72,63,63,63,63,63,95,75,147,40,72,95,63,72,63,41,85,63,63,128,95,128,95,95,95,95,61,72,72,63,95,61,63,80,85,95,40,95,95,95,95,72
1,1,1,1,1,1,1,1,1,1;85,115,115,61,23,40,78,115,115,115
1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1;70,101,59,70,59,70,59,70,59,70,59,112,70,70,70,59,70,70,145,70,145,145,70,70,70,145,145,145,145,70,145,145,145,70,70,70,70,145,145,145,95,145,145,145,70,145,145,59,70,145,70,70,145,80,59,80,70,80,59,145,145,145,80,59,59,59,145,70,145,145,145,80,59,145,145,40,145,145,145,70,59,145,70,145,145,145,145,80,59,70,145,70,145,70,145,59,70,101,145,70,145,145,145,70,145,145,41,70,70,80,59,70,142,70,70,70,145,145,70,70,70,123
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1;36,17,52,36,52,52,36,36,76,36,36,8,52,36,36,36,36,33,36,33,46,46,33,46,46,52,33,33,52,33,33,52,8,33,36,76,36,52,33,36,33,33,36,36,33,76,33,33,52,76,36,33,53,36,36,33,36,36,36,33,33,36,52,33,33,52,33,52,33,52,36,33,52,76,33,52,33,33,33,36,33,36,36,36,33,36,36,33,36,52,36,36,36,17,76,33,45,76,36,52,36,36,36,36,36,36,33,76,52,76,52,46,36,36,36,52,52,36,36,68,33,27,76,45,76,45,68,36,36,36,36,45,36,17,33,52,36,36,36,36,36,36,36,36,17,33,36,36,36,52,36,36,36,36,17,17,36,17,36,17,36,33,36,33,36,36,36,36,36,36
1,1,1,1,1,3,1,2,1,1,1,2,3,1,1,5,1,1,1,1,1,1,1,2,2,2,3,1,3,4,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,2,1;11,11,78,37,115,117,74,1,61,117,129,1,78,63,66,117,63,2,72,58,63,66,117,129,41,1,11,139,90,90,90,1,1,37,135,89,99,58,11,78,58,11,58,99,48,11,78,99,48,11,117,89,99,48,111,23,63,41,1,37,23,66,117,1,40,117,1,50,59,59,37,99,78,135,58,99,78,63,89,99,78,135,58,99,99,78,58,11,50,117,117,1,117,66,117,66,74,74,66,117,66,117,63,63,59,59,48,48,63,41,41,79,41,50,50,63,41,79,79,61,37,99,135,99,79,41,79,8,99,135,99,79,135,99,79,41,79,99,79,79
1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;142,142,71,137,142,86,86,71,137,142,86,86,86,86,86,86,63,142,39,142,137,142,86,86,123,63,71,71,137,142,71,142,20,41,142,63,63,20,142,41,142,142,63,142,142,41,9,142,61,61,142,61,41,142,61,61,142,142,61,63,63,28,142,20,63,41,142,41,142,41,61,142,20,20,20,142,61,142,23,20,142,51,79,142,142,142,142,20,142,20,20,41,20,41,142,142,142,142,20,20,20,9,41,20,63,142,142,142,41,142,41,62,142,142
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;89,90,54,90,90,90,54,90,114,114,78,114,54,114,143,90,54,90,90,54,143
1,1,1,1,1,1,1,4,1,1,1,1,4,4,5,1,1,1,4,4,4,1,1,1,4,1,4,1,1,2,4,1,1,2,1,1,1,2,2,5,2,2,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,2,1,1,2,1,2,2,3,3,3,1,3,3,2,3,1,1,3,1,3,3,3,1,3,1,4,3,3,1,3,3,3,3,1,3,3,4,2,3,3,1,3,1,4,2,3,1,3,3,1,3,2,3,1,1,4,3,3,2,3,3,1,1,3,1,3,1,1,1,3,2,2,1,4,1,2,2,5,2,1,2,2,2,1,4,2,2,4,2,2,3,2,2,2,2,2,1,2,2,1,1,1,4,2,1,2,5,2,2,2,3,2,1,2,3,4,2,4,4,4,1,1,2,1,1,2,2,2,4,2,1,4,4,5,1,1,3,2,1,1,3,3,1,1,3,3,1,1,3,1,1,3,3,3,3,3,3,4,3,3,1,1,1,3,1,3,1,1,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,1,3,1,1,3,3,3,2,1,3,3,3,3,3,1,1,1,3,3,1,3,1,3,1,4,1,1,3,3,1,1,1,3,1,3,3,1,1,2,1,3,1,3,1,1,1,3,1,1,1,3,1,1,1,3,3,1,3,3,1,1,1,1,3,3,3,3,3,1,1,1,3,3,1,3,1,3,1,3,1,1,3,3,1,3,3,3,1,1,3,1,1,1,1,1,3,3,3,3,1,3,3,1,3,4,3,3,3,3,2,1,3,3,3,1,3,3,1,3,1,1,1,3,3,1,3,3,1,3,3,2,3,3,2,1,2,1,3,3,3,2,1,1,3,3,3,3,1,1,3,2,3,3,2,3,3,4,1,1,1,3,3,1,4,1,3,1,2,1,2,2,2,4,2,2,4,2,1,2,1,2,2,2,4,1,2,1,3,2,1,2,1,1,2,2,4,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,4,4,1,2,4,2,1,4,1,2,2,4,1,2,2,1,2,2,3,2,1,1,2,1,2,4,2,1,2,4,2,2,1,2,4,1,1,1,1,1,1,2,2,4,2,2,2,1,1,4,2,2,2,2,2,4,2,1,1,1,2,2,1,3,2,2,2,2,2,2,4,2,1,1,2,1,4,1,2,2,2,2,2,1,1,4,2,2,2,2,4,1,2,2,2,1,2,2,3,2,2,2,2,4,2,2,2,1,1,4,2,4,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,4,2,1,2,1,4,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,4,1,1,2,1,1,2,1,4,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,4,1,2,4,1,4,1,2,1,1,2,1,1,1,1,1,2,4,1,1,1,4,1,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,4,1,4,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,5,1,2,1,1,4,1,2,1,1,1,2,5,1,1,1,1,1,4,1,1,1,1,1,3,1,1,4,1,2,4,4,2,1,2,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,3,1;47,132,132,132,47,132,132,47,132,114,5,47,129,132,5,47,132,114,5,47,132,114,5,47,132,136,114,5,132,132,132,47,132,114,5,47,132,114,5,47,132,114,5,132,104,47,47,132,114,5,114,47,132,114,5,132,132,132,104,47,132,114,5,114,61,47,5,61,47,5,47,5,132,114,47,132,63,114,5,47,5,47,5,47,132,114,5,114,114,25,114,114,132,132,114,132,25,114,57,114,114,114,114,114,132,132,47,132,114,5,132,47,47,132,114,5,47,132,114,5,132,132,132,132,132,47,132,25,104,132,132,132,132,132,132,132,132,132,104,132,47,132,114,61,132,5,132,132,132,132,132,132,47,5,132,114,47,132,114,5,114,132,25,132,25,25,25,47,5,132,132,25,132,25,132,25,104,132,25,104,132,25,104,43,132,25,104,132,25,104,132,25,132,25,104,132,114,132,25,104,104,132,25,104,132,25,104,132,25,104,132,132,25,104,132,47,132,114,5,132,25,104,132,25,104,132,132,25,104,132,25,104,132,25,104,132,25,104,25,132,25,104,132,25,104,47,132,114,5,47,5,132,25,104,132,25,104,130,132,25,104,114,47,132,114,5,148,130,132,25,104,132,132,25,104,132,25,104,54,132,25,104,132,114,132,25,104,25,25,47,132,114,5,132,25,104,132,25,104,148,130,132,25,104,132,25,104,132,132,132,25,104,132,132,25,104,114,132,61,132,25,104,25,104,25,104,47,47,132,114,5,114,25,104,25,104,47,132,25,114,5,25,104,25,25,104,25,104,25,104,47,47,132,114,5,25,104,25,104,47,132,114,5,25,104,25,104,148,130,21,25,104,25,104,25,104,132,61,25,104,132,132,61,25,104,132,47,132,47,132,114,5,25,104,132,25,104,47,132,114,104,5,25,104,25,104,25,104,132,47,61,25,104,132,25,104,148,130,21,47,132,114,5,25,104,47,132,114,5,47,132,114,5,47,132,114,5,132,25,25,104,25,132,25,104,25,104,25,104,47,132,114,5,25,104,132,47,132,114,5,47,132,114,5,47,132,25,114,5,47,47,132,114,5,132,114,47,132,132,114,5,132,114,5,47,47,47,25,104,132,114,5,132,132,47,25,104,47,47,132,114,5,47,25,104,47,25,104,47,25,104,132,114,5,47,25,104,47,25,132,104,47,25,104,47,25,104,47,114,25,47,25,104,25,47,25,104,132,132,47,25,104,47,25,104,47,25,104,47,25,104,132,114,5,47,25,104,47,25,104,61,132,114,5,47,25,104,132,61,47,25,104,132,114,5,132,114,5,132,114,5,5,47,25,104,25,61,47,25,104,132,114,5,47,25,104,132,114,5,47,25,104,132,114,5,47,25,104,47,25,104,47,25,104,61,61,61,47,25,104,47,25,104,114,132,114,5,132,47,25,104,130,132,54,114,5,114,104,47,25,104,47,25,104,132,25,47,47,25,104,132,132,114,5,47,25,104,114,61,43,132,47,47,25,104,47,132,114,5,5,46,47,47,25,104,47,47,132,47,25,104,47,114,114,47,25,104,47,25,104,25,132,114,5,47,25,104,25,61,61,61,47,25,104,47,25,104,132,114,5,47,25,104,132,114,5,25,132,132,132,114,5,47,25,104,114,132,114,5,61,47,25,104,61,47,25,104,61,132,47,25,104,47,25,104,25,47,25,104,47,25,104,47,25,104,61,132,47,25,104,47,47,47,61,5,132,114,5,47,25,104,47,25,104,47,25,104,61,47,25,104,47,25,104,114,47,25,104,47,25,132,104,47,25,104,47,25,104,47,25,104,47,25,104,147,61,61,47,25,104,47,25,104,132,114,5,5,132,114,5,47,25,104,25,47,25,104,54,61,61,47,25,104,132,114,5,132,47,25,104,47,25,104,25,47,25,104,132,114,5,147,61,47,25,104,132,114,5,132,114,5,147,61,104,47,25,104,132,114,5,47,25,104,147,61,5,132,47,25,104,47,25,104,47,25,104,47,25,104,47,47,132,114,5,87,5,114,87,5,47,25,104,87,5,47,25,104,47,25,104,132,114,87,5,25,25,5,47,25,104,47,25,104,114,132,114,87,5,132,47,25,104,87,47,25,47,47,25,47,25,47,25,132,114,87,5,47,25,47,25,132,114,87,5,47,25,132,47,25,132,47,25,132,114,47,25,132,114,87,5,132,47,25,25,2,93,115,47,25,54,47,25,54,132,47,25,47,25,148,130,93,21,47,25,47,47,47,25,47,25,47,25,132,132,114,5,47,25,47,25,47,25,132,47,47,132,114,114,114,47,25,47,25,47,47,25,114,132,114,47,25,114,47,25,132,114,87,5,132,114,87,5,132,47,25,132,114,87,5,87,5,114,132,114,87,5,114,47,25,47,25,132,114,87,5,47,47,25,47,25,114,47,25,47,25,148,130,21,47,25,5,47,47,25,47,47,25,132,114,87,5,132,114,132,132,25,132,114,87,5,47,25,47,25,132,47,25,132,114,87,5,47,47,114,132,61,61,47,25,47,25,132,114,87,5,132,114,132,114,47,25,132,114,132,114,87,5,87,5,114,5,47,25,47,25,147,61,132,114,87,5,47,25,25,132,132,47,25,47,25,132,47,25,132,147,61,47,25,147,61,47,25,47,25,47,25,132,114,87,5,47,25,47,87,47,25,47,132,114,87,5,47,47,25,47,25,87,5,147,61,47,25,47,47,132,114,87,5,47,25,147,61,47,25,47,25,132,114,87,5,132,47,25,47,25,147,61,5,47,25,47,25,2,72,95,47,132,47,25,147,61,147,61,132,114,87,5,147,61,47,25,47,132,47,47,132,114,87,5,87,5,132,114,87,5,47,132,47,25,5,114,114,47,25,47,114,47,47,132,5,5,147,61,132,47,25,47,25,147,61,147,61,132,114,47,25,47,87,132,114,87,5,132,114,114,87,5,114,132,114,87,5,132,47,25,5,47,25,132,47,25,47,25,47,25,47,47,47,25,132,104,5,132,147,61,132,114,87,5,114,114,47,25,132,114,47,25,132,132,114,87,5,147,61,147,61,47,147,61,47,47,47,47,87,5,47,47,47,47,47,108,147,61,132,47,47,132,114,87,5,132,132,114,87,5,87,5,47,47,47,147,61,47,47,47,47,47,47,47,61,87,114,132,47,47,132,132,132,114,87,5,114,47,87,87,132,114,87,5,132,143,87,5,47,47,114,47,47,47,132,47,132,114,87,5,47,2,95,132,114,87,5,47,132,114,87,5,47,132,25,47,132,132,25,132,47,47,47,47,132,25,132,114,87,5,132,47,47,132,114,87,5,114,73,132,114,87,5,87,5,5,132,114,87,5,114,143,114,47,87,47,47,147,55,47,132,114,87,5,47,47,87,132,25,47,114,132,114,87,5,47,132,114,87,5,132,114,87,5,104,47,132,47,47,132,132,47,47,132,114,47,87,5,25,132,47,114,114,2,87,87,2,95,47,61,2,95,47,2,61,114,87,2,95,47,2,95,47,2,95,47,2,95,114,132,114,87,5,47,132,114,87,5,132,5,47,47,2,95,47,47,47,2,95,87,132,114,87,5,47,47,132,47,47,47,47,132,132,132,47,47,132,114,47,132,47,87,47,132,47,143,114,143,132,47,114,87,5,47,47,132,47,147,47,47,47,47,47,132,47,114,87,5,47,2,95,47,47,132,114,87,5,47,2,95,47,47,47,2,95,132,47,114,87,5,47,47,47,47,47,132,114,87,5,47,132,47,47,5,47,87,5,114,5,132,114,87,5,132,2,95,47,114,87,5,47,114,87,5,2,95,87,2,95,87,87,87,87,47,87,5,47,114,87,5,87,87,47,114,87,87,47,47,47,47,47,90,87,47,87,2,95,2,95,87,2,95,87,2,95,104,87,87,87,87,87,5,47,114,2,95,47,87,5,87
