3,2,3,2,3,3,5,1,2,4;14,240,682,901,111,599,14,751,225,324,14,83,130,14,240,282,14,83,81,248,1281,1241,81,991,1017,55,637,1
3,3,4,4,3,2,3,3,2,3,1;845,5,18,1082,72,637,517,35,34,845,4,68,101,894,68,67,355,37,72,845,72,707,68,354,355,68,355,68,354,355,258
4,3,1,3,2,3,2,2,2,3,2,2,2,3,2,2,2,3,1,2,3,2,2,1,3,3,2,2,3,3,3,4,5,2,3,3,3,3,3,2,2,5,4,2,3,4,3,2,3,2,2,4,3,3,5,3,2,2,5,2,4,3,1,3,2,3,2,4,2,1,1,1,4,1;2,321,87,1,228,57,1,1,294,2,57,14,1,14,537,1,33,1,14,1,14,1,14,540,1,55,1,14,1,14,1,14,227,1,14,1,14,81,1,564,14,550,1,1,9,14,14,1092,1,1092,1,14,282,1,14,577,30,14,130,1,1044,1,715,14,14,472,1,14,111,1,55,580,1,14,513,182,1,428,14,10,131,1,1,158,166,14,282,55,1044,1,14,577,1,14,204,130,1222,14,1,1092,1,14,282,9,97,223,105,1,715,14,223,1,540,1,55,218,1,540,1092,88,1,228,1054,1,138,1,14,1104,204,14,1,130,1,14,60,324,1,1,14,30,14,55,1,9,14,55,444,1,14,55,1,227,1,14,1,14,130,455,57,1,14,1,715,14,444,577,14,499,1,1,130,254,1,55,1,715,88,1,14,1,715,14,550,564,14,81,1,1,1,1,14,88,182,1
1,2,3,1,5,1,3,2,4,3,3,2,3,1,5,2,5,4,4,2,2,5,3;256,120,314,319,114,134,114,319,114,256,57,1,1,9,4,101,513,1,2,114,192,256,83,81,131,9,55,359,114,256,10,294,1,1,319,2,59,256,1,97,233,166,14,120,2,1,116,921,114,1,116,198,114,130,214,1,60,1,319,2,1218,256,475,114,22,1
5,5,5,4,4,5,5,4,4,3,4,4,4,3,4,5,5,5,5,4,4,5,5,5,5,3,4;789,14,81,67,545,14,81,130,260,324,762,14,173,162,108,9,14,391,225,14,81,130,545,7,9,14,55,472,9,14,55,391,225,14,81,225,324,14,81,418,545,7,305,369,14,81,225,115,14,81,391,225,375,14,769,6,14,445,81,14,445,81,597,762,14,1264,81,225,14,83,457,52,18,762,14,81,225,260,9,14,226,225,324,762,14,81,152,116,67,130,70,14,599,130,155,282,9,67,130,370,225,9,14,759,67,225,81,788,225,1241,260,9,81,225,116,67,1069,1318
4,1,3,3,2,1,2,1,3,1,2,1,1,3,4,5,4,1,3,2,4,3,4,1;30,235,537,1,30,137,283,84,551,70,817,598,283,283,316,273,374,1156,526,158,189,14,191,374,14,588,14,537,588,14,472,601,907,47,19,164,283,266,472,169,202,189,948,189,110,191,122,14,191,122,6,14,537,130,14,990,284,682,14
1,2,2,1,1,5,3,2,2,1,3,1;107,244,106,14,40,244,35,25,234,154,126,153,285,356,5,107,106,366,126,546,229,122,214,285
3,5,2,1,2,2,2,2,1,1,3,2,2,2,3,1,1,1,1,3,2,2,2,3,2,2,1,2,1,1,1,1,1,4,2,1,1,2,1,1,3,2,2,3,2,1,1,1,1,2,1,1;14,3,88,14,187,130,88,85,122,1,1,20,1,105,1,20,1,20,1,1,2,1,130,134,20,1,272,1,685,273,797,88,1,9,1,111,1,86,223,1,88,1,294,1,55,130,32,513,130,130,1,268,111,1,130,20,1,867,9,30,867,203,13,165,1,867,1,513,560,13,1,1,9,737,867,1,13,1,130,256,30,272,1,9,304,1,1,10,130,14,6,513,14
2,1,1,2,2,2,3,1,2,1,3,3;519,6,6,6,804,6,7,6,7,6,203,55,6,14,14,537,14,482,214,110,214,507,110
2,3,1,2,2,2,5,4,5,5,3,3;124,186,4,124,186,124,124,46,46,45,72,355,208,160,124,264,127,1,4,1325,977,120,513,483,88,1,622,120,1325,264,359,63,351,6,611,275,264
2,2,3,1,3,3,4,4,3,2;102,111,513,1,34,77,1,34,513,130,1,4,342,174,215,165,130,1,377,1024,130,106,377,106,22,1,282
1,2,3,3,3,3,2,2,3,2;1,131,1,2,130,1,539,182,1,35,316,284,67,137,188,131,1,131,1,130,301,1,25,112
